,Name,New_Price
1585,Mahindra Scorpio VLX Special Edition BS-IV," Rs. 6.49 Lakh
"
1586,Maruti Ciaz VXi," Rs. 6.49 Lakh
"
1589,Ford Fiesta Classic 1.6 SXI Duratec," Rs. 8.00 - 15.60 Lakh
"
1590,Mercedes-Benz B Class B180 Sports," Rs. 8.00 - 15.60 Lakh
"
1593,Tata Indica Vista Quadrajet LX," Rs. 3.77 - 5.11 Lakh
"
1594,Audi Q3 30 TDI S Edition," Rs. 3.77 - 5.11 Lakh
"
1595,BMW 3 Series GT 320d Sport Line," Rs. 44.99 - 55.64 Lakh
"
1596,Toyota Etios Liva VD," Rs. 44.99 - 55.64 Lakh
"
1597,Maruti A-Star Zxi," Rs. 5.63 - 7.80 Lakh
"
1598,Mahindra KUV 100 mFALCON G80 K4 5str," Rs. 5.63 - 7.80 Lakh
"
1599,Ford Fiesta 1.4 SXI Duratorq," Rs. 7.99 - 15.57 Lakh
"
1600,Fiat Avventura FIRE Dynamic," Rs. 7.99 - 15.57 Lakh
"
1601,Honda CR-V Diesel," Rs. 6.72 - 10.30 Lakh
"
1602,Mahindra Xylo E9," Rs. 6.72 - 10.30 Lakh
"
1603,Honda Mobilio V i VTEC," Rs. 7.99 - 15.57 Lakh
"
1604,Tata Indica Vista Aqua TDI BSIII," Rs. 7.99 - 15.57 Lakh
"
1605,Skoda Laura 1.9 TDI MT Elegance," Rs. 4.14 - 6.70 Lakh
"
1606,Honda City ZX VTEC Plus," Rs. 4.14 - 6.70 Lakh
"
1607,Hindustan Motors Contessa 2.0 DSL," Rs. 11.92 - 16.65 Lakh
"
1608,Fiat Linea Dynamic," Rs. 11.92 - 16.65 Lakh
"
1609,Tata Sumo EX 10/7 Str BSII," Rs. 7.19 Lakh
"
1610,Fiat Grande Punto 1.2 Emotion," Rs. 7.19 Lakh
"
1611,Mahindra Thar 4X4," Rs. 4.73 - 7.93 Lakh
"
1612,Toyota Camry MT with Moonroof," Rs. 4.73 - 7.93 Lakh
"
1613,Volkswagen Jetta 2007-2011 1.6 Trendline," Rs. 48.00 Lakh
"
1614,Mahindra KUV 100 mFALCON D75 K2," Rs. 48.00 Lakh
"
1615,Tata Tigor 1.2 Revotron XZ Option," Rs. 7.99 - 15.57 Lakh
"
1616,Honda Accord 2001-2003 2.3 VTI L MT," Rs. 7.99 - 15.57 Lakh
"
1619,Hyundai Santro Xing GLS CNG," Rs. 29.20 - 36.27 Lakh
"
1620,Toyota Land Cruiser Prado VX L," Rs. 29.20 - 36.27 Lakh
"
1621,Toyota Innova 2.5 GX 8 STR," Rs. 11.14 - 19.99 Lakh
"
1622,Skoda Laura L and K MT," Rs. 11.14 - 19.99 Lakh
"
1623,Land Rover Range Rover HSE," Rs. 7.89 - 14.40 Lakh
"
1624,Volkswagen Polo ALLSTAR 1.2 MPI," Rs. 7.89 - 14.40 Lakh
"
1625,Land Rover Discovery 4 SDV6 SE," Rs. 11.56 - 19.40 Lakh
"
1626,Honda City i DTec VX Option BL," Rs. 11.56 - 19.40 Lakh
"
1627,Hyundai Santro LS zipDrive Euro I," Rs. 11.92 - 16.65 Lakh
"
1628,Isuzu MU 7 4x2 HIPACK," Rs. 11.92 - 16.65 Lakh
"
1631,Toyota Etios Liva Diesel TRD Sportivo," Rs. 4.14 - 6.70 Lakh
"
1632,Skoda Rapid Ultima 1.6 TDI Ambition Plus," Rs. 4.14 - 6.70 Lakh
"
1633,Maruti SX4 ZXI AT," Rs. 7.89 - 14.40 Lakh
"
1634,Hyundai i20 new Sportz AT 1.4," Rs. 7.89 - 14.40 Lakh
"
1635,Mahindra Scorpio SLX 2.6 Turbo 8 Str," Rs. 7.04 - 11.25 Lakh
"
1636,BMW X3 2.5si," Rs. 7.04 - 11.25 Lakh
"
1637,Hyundai EON 1.0 Kappa Magna Plus," Rs. 75.80 - 77.80 Lakh
"
1638,Chevrolet Enjoy 1.3 TCDi LTZ 7," Rs. 75.80 - 77.80 Lakh
"
1639,Hyundai Verna 1.4 CX," Rs. 5.28 - 7.21 Lakh
"
1640,Hyundai EON 1.0 Era Plus," Rs. 5.28 - 7.21 Lakh
"
1641,Toyota Innova 2.0 V," Rs. 11.11 - 20.50 Lakh
"
1642,Mahindra Xylo H9," Rs. 11.11 - 20.50 Lakh
"
1643,Mahindra TUV 300 P4," Rs. 7.99 - 15.57 Lakh
"
1644,Maruti Ritz VDi ABS," Rs. 7.99 - 15.57 Lakh
"
1645,Volvo S60 D5 Kinetic," Rs. 11.19 - 20.15 Lakh
"
1646,Chevrolet Enjoy TCDi LS 7 Seater," Rs. 11.19 - 20.15 Lakh
"
1647,Mahindra Scorpio S10 8 Seater," Rs. 11.19 - 20.15 Lakh
"
1648,Renault Pulse RxZ," Rs. 14.59 Lakh
"
1649,Hyundai Accent GLX," Rs. 14.59 Lakh
"
1650,Tata Indica Vista Terra 1.2 Safire BS IV," Rs. 11.11 - 20.50 Lakh
"
1651,Volkswagen Vento 1.5 TDI Highline Plus," Rs. 11.11 - 20.50 Lakh
"
1652,Volkswagen CrossPolo 1.2 TDI," Rs. 11.56 - 19.40 Lakh
"
1653,Ford Ikon 1.4 ZXi," Rs. 11.56 - 19.40 Lakh
"
1654,Audi A3 35 TDI Premium Plus," Rs. 7.91 - 11.69 Lakh
"
1655,Hyundai Verna Transform SX VGT CRDi BS III," Rs. 7.91 - 11.69 Lakh
"
1656,Maruti 800 DX," Rs. 11.07 - 17.55 Lakh
"
1657,Honda Civic 2010-2013 1.8 V AT," Rs. 11.07 - 17.55 Lakh
"
1658,Hyundai Elantra SX AT," Rs. 18.04 - 22.45 Lakh
"
1659,Nissan 370Z AT," Rs. 18.04 - 22.45 Lakh
"
1660,Ford Classic 1.4 Duratorq CLXI," Rs. 6.14 - 11.92 Lakh
"
1661,Renault Koleos 4X2 MT," Rs. 6.14 - 11.92 Lakh
"
1662,Honda Amaze E i-DTEC," Rs. 6.10 - 8.98 Lakh
"
1663,Maruti Ciaz VDi Option SHVS," Rs. 6.10 - 8.98 Lakh
"
1664,Tata Indica Vista Terra Quadrajet 1.3L BS IV," Rs. 11.19 - 20.15 Lakh
"
1665,Mahindra Scorpio VLS 2.2 mHawk," Rs. 11.19 - 20.15 Lakh
"
1666,Maruti Swift VVT ZXI," Rs. 13.99 - 24.89 Lakh
"
1667,Fiat Abarth 595 Competizione," Rs. 13.99 - 24.89 Lakh
"
1668,Hyundai Accent Executive LPG," Rs. 9.51 Lakh
"
1669,Maruti Versa DX2," Rs. 9.51 Lakh
"
1670,Hyundai Sonata Embera 2.4L MT," Rs. 7.52 - 13.04 Lakh
"
1671,Honda Amaze VX CVT i-VTEC," Rs. 7.52 - 13.04 Lakh
"
1672,Honda Jazz 2020 Petrol," Rs. 8.19 - 11.29 Lakh
"
1673,Hyundai i20 1.4 Asta AT (O) with Sunroof," Rs. 8.19 - 11.29 Lakh
"
1674,Renault Lodgy 110PS RxL," Rs. 7.04 - 11.25 Lakh
"
1675,Mercedes-Benz E-Class 250 D W 124," Rs. 7.04 - 11.25 Lakh
"
1680,Hyundai i20 2015-2017 1.4 CRDi Sportz," Rs. 7.99 - 15.57 Lakh
"
1681,Hyundai Creta 1.6 VTVT Base," Rs. 7.99 - 15.57 Lakh
"
1682,Ford Fiesta Classic 1.6 Duratec LXI," Rs. 11.11 - 20.50 Lakh
"
1683,Toyota Corolla Altis GL," Rs. 11.11 - 20.50 Lakh
"
1686,Hyundai Santro Xing XG AT eRLX Euro III," Rs. 11.56 - 19.40 Lakh
"
1687,Mahindra KUV 100 mFALCON D75 K6 5str AW," Rs. 11.56 - 19.40 Lakh
"
1688,Mahindra Scorpio VLX 2WD BSIII," Rs. 7.99 - 15.57 Lakh
"
1689,Chevrolet Enjoy Petrol LTZ 7 Seater," Rs. 7.99 - 15.57 Lakh
"
1690,Hyundai i20 2015-2017 Magna Optional 1.4 CRDi," Rs. 7.99 Lakh
"
1691,Mercedes-Benz CLA 45 AMG," Rs. 7.99 Lakh
"
1694,Chevrolet Enjoy 1.4 LTZ 8," Rs. 4.43 - 5.88 Lakh
"
1695,Mercedes-Benz A Class Edition 1," Rs. 4.43 - 5.88 Lakh
"
